jour;categorie;value
2018-07-03;Entreprises;15262188592.0
2018-08-01;PME / PMI;5365012655.0
2018-08-02;Entreprises;13821992805.0
2018-08-02;PME / PMI;5333152617.0
2018-09-08;PME / PMI;3961702851.0
2018-10-17;Entreprises;13994695485.0
2018-10-28;Entreprises;8951912968.0
2018-11-12;Entreprises;13513964853.0
2018-11-24;PME / PMI;5174917115.0
2018-11-25;Professionnels;4980547176.0
2018-12-20;Résidentiels;23813793194.0
2019-01-06;Professionnels;5636826360.0
2019-02-10;Professionnels;5078897185.0
2019-02-17;Professionnels;4706186910.0
2019-03-04;PME / PMI;5855027616.0
2019-03-10;Résidentiels;19875056963.0
2019-03-10;PME / PMI;4128518976.0
2019-03-11;PME / PMI;5910456391.0
2019-03-19;Entreprises;14650432849.0
2019-03-20;Résidentiels;20137709599.0
2019-04-09;PME / PMI;5654688301.0
2019-04-12;Résidentiels;17870750160.0
2019-04-21;Résidentiels;12935636954.0
2019-04-30;PME / PMI;5202756256.0
2019-05-07;Entreprises;13689639850.0
2019-05-13;Entreprises;13021571833.0
2019-05-15;Entreprises;13815092296.0
2019-06-12;Entreprises;13914988005.0
2019-06-12;PME / PMI;4900074872.0
2019-07-18;Résidentiels;10364308537.0
2019-07-19;Entreprises;14330626241.0
2019-07-19;PME / PMI;5139617004.0
2019-07-23;Résidentiels;11629801892.0
2019-07-23;PME / PMI;5343320780.0
2019-07-30;Entreprises;13294188647.0
2019-08-03;Résidentiels;10860468949.0
2019-08-03;Entreprises;9581306296.0
2019-08-10;Entreprises;9222212874.0
2019-09-07;Entreprises;9733386302.0
2019-09-07;PME / PMI;3910247810.0
2019-10-14;PME / PMI;4825473952.0
2019-11-02;Résidentiels;15506833247.0
2019-11-02;PME / PMI;4279346350.0
2019-11-29;PME / PMI;6073836057.0
2020-02-23;Entreprises;9209610745.0
2020-05-01;PME / PMI;2557244620.0
2020-05-18;Résidentiels;12480220192.0
2020-05-19;PME / PMI;4001147423.0
2020-05-23;PME / PMI;3181800221.0
2020-06-07;Résidentiels;12375089816.0
2020-06-11;Professionnels;3695268658.0
2020-07-23;PME / PMI;5192246009.0
2020-07-23;Professionnels;4138117931.0
2020-07-26;Professionnels;3366271627.0
2020-07-30;Résidentiels;12050395398.0
2020-07-30;Entreprises;13770817531.0
2020-08-02;PME / PMI;3724069568.0
2020-08-02;Professionnels;3384215810.0
2020-08-25;Résidentiels;11207706181.0
2020-09-04;Résidentiels;11480139500.0
2020-09-16;Résidentiels;11642753189.0
2020-09-16;Professionnels;4244423727.0
2020-09-24;Professionnels;3952064564.0
2020-10-09;PME / PMI;5461694964.0
2020-10-13;Entreprises;14114345312.0
2020-10-27;PME / PMI;5530417109.0
2020-10-28;Professionnels;4885083292.0
2020-10-29;Entreprises;13776884013.0
2020-11-13;PME / PMI;4971032927.0
2020-11-22;PME / PMI;4069924362.0
2020-11-22;Professionnels;4448422179.0
2020-12-16;Professionnels;5639880347.0
2020-12-19;Résidentiels;22487991150.0
2020-12-19;PME / PMI;4611292047.0
2021-01-19;Résidentiels;27688398164.0
2021-01-25;Résidentiels;28194557246.0
2021-01-25;PME / PMI;3900350058.0
2021-02-04;Professionnels;5539707923.0
2021-02-17;PME / PMI;3590187731.0
2021-02-28;Professionnels;4249424406.0
2016-04-28;Résidentiels;18387486433.0
2016-04-28;Entreprises;14204798102.0
2016-06-03;Résidentiels;12216251701.0
2016-06-22;Professionnels;3921487949.0
2016-06-27;Entreprises;13339520034.0
2016-07-01;Entreprises;14254609825.0
2016-07-24;Résidentiels;11213440098.0
2016-07-29;Professionnels;3837079990.0
2016-08-11;Professionnels;3605765563.0
2016-08-14;Résidentiels;10902055750.0
2016-08-15;PME / PMI;3517015514.0
2016-09-08;Entreprises;14711136017.0
2016-09-25;PME / PMI;3012856686.0
2016-09-26;Professionnels;3749157406.0
2016-10-01;Entreprises;9858469485.0
2016-10-09;Professionnels;3543139917.0
2016-12-07;PME / PMI;6543109059.0
2016-12-27;Entreprises;11619711384.0
2016-12-29;Entreprises;11949850805.0
2017-02-19;Professionnels;4894324686.0
2017-03-07;PME / PMI;6617900499.0
2017-07-08;Entreprises;11229851319.0
2017-07-09;PME / PMI;3751046486.0
2017-07-15;Résidentiels;10675525178.0
2017-08-21;Résidentiels;10596332103.0
2017-11-24;Résidentiels;18811455992.0
2017-11-27;Entreprises;14716594987.0
2017-11-28;Résidentiels;23417629922.0
2017-12-08;Résidentiels;25929876382.0
2017-12-08;Entreprises;14997073291.0
2017-12-11;PME / PMI;6999994771.0
2017-12-11;Professionnels;6239551290.0
2018-02-01;Entreprises;15225863886.0
2018-02-03;Résidentiels;27541221010.0
2018-04-26;Entreprises;13810816406.0
2018-05-05;PME / PMI;3772401223.0
2018-05-06;Entreprises;8526919869.0
2018-05-07;Professionnels;3496283639.0
2018-05-09;Résidentiels;11225184750.0
2018-05-09;Professionnels;3673217997.0
2018-05-19;PME / PMI;3714558464.0
2018-05-19;Professionnels;3519873796.0
2018-05-24;Entreprises;14007859606.0
2018-05-24;Professionnels;3779732263.0
2018-06-05;Entreprises;14220652611.0
2018-06-20;Entreprises;14749534026.0
2018-07-21;Professionnels;3589185594.0
2018-08-17;PME / PMI;4777314311.0
2018-08-23;Entreprises;13397514386.0
2018-09-17;Entreprises;13682337345.0
2018-09-17;Professionnels;3787266366.0
2018-10-03;Résidentiels;12021705240.0
2018-10-11;Professionnels;4117137494.0
2018-10-12;Résidentiels;10924919918.0
2018-10-12;Professionnels;4143634821.0
2018-11-06;Entreprises;14319659375.0
2018-11-06;PME / PMI;5737929731.0
2018-11-08;Résidentiels;17916987755.0
2019-01-03;PME / PMI;6968754625.0
2019-01-04;Résidentiels;28969709175.0
2019-01-04;PME / PMI;6898363420.0
2019-01-08;Résidentiels;25914912839.0
2019-01-17;PME / PMI;6978214321.0
2019-01-18;Résidentiels;27487971007.0
2019-01-30;PME / PMI;7430036917.0
2019-04-03;Résidentiels;18308855299.0
2019-04-06;Résidentiels;19852277081.0
2019-05-26;Entreprises;8426841615.0
2019-07-02;Résidentiels;10849853468.0
2019-07-10;PME / PMI;5299947593.0
2019-08-18;PME / PMI;3501318846.0
2019-08-25;Professionnels;3188765043.0
2019-09-06;Entreprises;13397897809.0
2019-09-14;Professionnels;3673660707.0
2019-10-07;Professionnels;4122689010.0
2019-10-13;PME / PMI;3251007834.0
2019-10-25;Entreprises;13375331907.0
2019-10-28;Résidentiels;15827351498.0
2019-11-28;Entreprises;14506630294.0
2019-12-01;Résidentiels;25057544584.0
2019-12-04;PME / PMI;7018363604.0
2019-12-09;Professionnels;6038102341.0
2020-01-16;Résidentiels;22044525450.0
2020-01-18;Résidentiels;25454319871.0
2020-01-18;Professionnels;5791796739.0
2020-01-21;Entreprises;15475662102.0
2020-02-03;PME / PMI;5875283400.0
2020-03-11;Résidentiels;18883443932.0
2020-04-25;PME / PMI;2876484432.0
2020-05-03;Entreprises;7346675421.0
2020-07-03;PME / PMI;4678037231.0
2020-07-16;Entreprises;13806092763.0
2020-07-20;Entreprises;13352551110.0
2020-07-20;Professionnels;3904101489.0
2020-08-04;Entreprises;11859827189.0
2020-08-04;PME / PMI;5111152547.0
2020-08-17;Professionnels;3523501996.0
2020-08-27;Entreprises;13549852414.0
2020-08-27;Professionnels;3978309494.0
2020-09-10;Résidentiels;11151367335.0
2020-09-10;Entreprises;14026148459.0
2020-09-19;Professionnels;3804104520.0
2020-12-10;Résidentiels;26723285411.0
2020-12-27;PME / PMI;4479096247.0
2021-01-12;Professionnels;6866507229.0
2021-01-14;Professionnels;6235064098.0
2021-01-17;Résidentiels;29134505883.0
2021-01-21;Professionnels;5879112484.0
2021-02-02;Professionnels;5446523621.0
2021-02-03;Entreprises;16146132580.0
2021-02-20;PME / PMI;2639542527.0
2021-02-25;Professionnels;4619045806.0
2021-03-04;Entreprises;15765342125.0
2021-03-06;Professionnels;4807130803.0
2016-04-03;Résidentiels;18386734662.0
2016-04-04;Entreprises;13452860493.0
2016-04-17;Résidentiels;17656761918.0
2016-04-20;Entreprises;14046906901.0
2016-04-21;Entreprises;14000363038.0
2016-05-09;Professionnels;3820668835.0
2016-07-19;Entreprises;15239900570.0
2016-09-11;Professionnels;3049762275.0
2016-09-22;Entreprises;14254092757.0
2016-09-22;Professionnels;3965484272.0
2016-09-28;Résidentiels;11087986867.0
2016-09-28;Entreprises;14293482684.0
2016-10-04;Résidentiels;12017867887.0
2016-10-04;Professionnels;4196778301.0
2016-10-26;Entreprises;14278019096.0
2016-10-26;Professionnels;4883504260.0
2016-12-20;Résidentiels;26652769909.0
2017-01-11;PME / PMI;7061935815.0
2017-01-16;Entreprises;15238647878.0
2017-02-04;Entreprises;10778688241.0
2017-02-15;PME / PMI;6102170202.0
2017-03-20;Résidentiels;17138633426.0
2017-04-10;PME / PMI;5020980610.0
2017-04-10;Professionnels;3994603489.0
2017-05-01;Résidentiels;17405862404.0
2017-05-09;Entreprises;13452149037.0
2017-05-21;Entreprises;8444924565.0
2017-06-21;Résidentiels;11302913388.0
2017-06-22;Entreprises;15817802853.0
2017-06-27;Professionnels;3958617361.0
2017-07-19;PME / PMI;5266663141.0
2017-09-04;Professionnels;3627357288.0
2017-09-12;PME / PMI;4903848799.0
2017-10-13;Entreprises;13816592042.0
2017-10-18;Entreprises;14178856026.0
2017-10-21;PME / PMI;3844326224.0
2017-11-03;Résidentiels;16327838783.0
2017-11-15;Entreprises;15038682026.0
2017-11-19;Résidentiels;24168259181.0
2017-12-16;Résidentiels;27923145018.0
2018-01-05;Professionnels;5670360403.0
2018-01-08;Entreprises;14304199811.0
2018-03-01;Professionnels;8146327119.0
2018-07-02;Résidentiels;10756663684.0
2018-07-02;Professionnels;3891145353.0
2018-08-25;PME / PMI;4031091048.0
2018-08-27;Résidentiels;10497037390.0
2018-09-01;Résidentiels;10853206993.0
2018-09-13;PME / PMI;4959512905.0
2018-09-22;Professionnels;3641831943.0
2018-09-29;Résidentiels;11851688646.0
2018-09-29;Entreprises;10021564363.0
2018-10-01;Résidentiels;12015971755.0
2018-10-01;PME / PMI;4969398914.0
2018-10-23;PME / PMI;5122037078.0
2018-10-23;Professionnels;4489984096.0
2018-11-01;Résidentiels;19725195303.0
2018-11-21;Entreprises;15157565987.0
2018-11-21;Professionnels;6266483970.0
2018-12-24;PME / PMI;5836498236.0
2018-12-24;Professionnels;4840169817.0
2018-12-27;Résidentiels;27619977997.0
2019-02-04;Entreprises;15015479367.0
2019-02-27;Résidentiels;17960591512.0
2019-03-05;Professionnels;5413648465.0
2019-03-25;Entreprises;13541206237.0
2019-03-25;PME / PMI;5684593928.0
2019-03-25;Professionnels;4891743263.0
2019-04-29;PME / PMI;5154746170.0
2019-05-02;Professionnels;4288786752.0
2019-05-05;Résidentiels;18898854928.0
2019-05-21;Résidentiels;12308987162.0
2019-06-07;Professionnels;3820290591.0
2019-06-13;Entreprises;13954610206.0
2019-06-13;Professionnels;3787408632.0
2019-06-16;Résidentiels;11612267836.0
2019-06-29;Professionnels;3933776937.0
2019-07-28;Entreprises;8588971733.0
2019-08-09;Résidentiels;10808670599.0
2019-08-09;Professionnels;3836082822.0
2019-08-13;Entreprises;11118507130.0
2019-09-11;Professionnels;3844133330.0
2019-09-18;Professionnels;3867122139.0
2019-09-29;PME / PMI;3200791309.0
2019-10-02;Entreprises;13905593920.0
2019-11-03;Professionnels;3928522672.0
2019-11-26;Entreprises;14600905791.0
2019-12-03;Entreprises;15493467457.0
2019-12-18;Entreprises;14242455795.0
2019-12-26;PME / PMI;6122244215.0
2020-01-20;Professionnels;6591834571.0
2020-01-23;Entreprises;15447763371.0
2020-01-29;Résidentiels;23885685232.0
2020-02-07;Résidentiels;24194593516.0
2020-02-07;PME / PMI;6540587484.0
2020-02-27;PME / PMI;6277214052.0
2020-03-17;Entreprises;12636418248.0
2020-04-03;PME / PMI;4054980708.0
2020-04-07;Entreprises;10753516251.0
2020-06-04;Entreprises;12595050982.0
2020-06-30;Professionnels;3824970202.0
2020-08-03;Résidentiels;11394520052.0
2020-08-03;PME / PMI;4898125813.0
2020-08-29;Résidentiels;11727113626.0
2020-08-29;PME / PMI;3880826739.0
2020-09-01;Entreprises;13295442572.0
2020-10-21;Entreprises;13787272004.0
2020-11-01;Professionnels;3505559978.0
2020-11-16;Résidentiels;17259191031.0
2020-12-18;Entreprises;13190501433.0
2021-01-01;Professionnels;5401709623.0
2021-02-07;PME / PMI;2849456893.0
2021-02-23;Entreprises;15541629169.0
2016-03-22;Entreprises;14728884933.0
2016-03-22;PME / PMI;6171944452.0
2016-04-01;PME / PMI;5917850747.0
2016-04-18;Entreprises;13299648858.0
2016-05-16;Entreprises;9697062384.0
2016-05-25;PME / PMI;4833829196.0
2016-05-25;Professionnels;4011205462.0
2016-06-08;Professionnels;3806815939.0
2016-06-13;PME / PMI;4728138689.0
2016-07-15;Professionnels;3568279000.0
2016-08-17;Résidentiels;10439107042.0
2016-08-23;PME / PMI;4945856040.0
2016-09-29;Résidentiels;10979073755.0
2016-10-16;Résidentiels;16444898549.0
2016-11-28;Entreprises;14548014259.0
2016-12-09;PME / PMI;6574105211.0
2016-12-10;Entreprises;10960789322.0
2016-12-18;Résidentiels;27602196207.0
2016-12-18;Professionnels;5333497551.0
2017-01-09;Entreprises;14976383224.0
2017-04-23;Résidentiels;15961734528.0
2017-04-23;Entreprises;8595888766.0
2017-04-23;PME / PMI;3331706982.0
2017-05-30;PME / PMI;4795527701.0
2017-06-07;Résidentiels;10611265431.0
2017-06-07;Professionnels;3778083655.0
2017-06-08;PME / PMI;4891772375.0
2017-07-29;Entreprises;10098892529.0
2017-09-19;Professionnels;4441352057.0
2017-10-05;Entreprises;14343037383.0
2017-10-17;Entreprises;14227237031.0
2017-10-19;Entreprises;14239629657.0
2017-10-22;PME / PMI;3359313717.0
2017-11-04;Résidentiels;16810501711.0
2017-11-04;PME / PMI;4287005688.0
2017-11-18;Résidentiels;23672831832.0
2017-11-22;Entreprises;14774052431.0
2017-12-07;Entreprises;15679901286.0
2018-01-01;Entreprises;9091862970.0
2018-01-02;Résidentiels;23001812010.0
2018-01-02;Entreprises;12027602506.0
2018-01-06;Résidentiels;22916244505.0
2018-01-06;PME / PMI;5313052746.0
2018-01-18;Professionnels;6370089723.0
2018-01-19;Entreprises;14667988642.0
2018-02-06;Professionnels;7468792899.0
2018-03-06;Entreprises;14942764432.0
2018-03-17;Résidentiels;23147892410.0
2018-03-17;Entreprises;10683362545.0
2018-04-17;Professionnels;4267620234.0
2018-04-24;Résidentiels;11242949611.0
2018-04-24;Entreprises;13842811418.0
2018-04-25;Professionnels;3838073082.0
2018-07-13;Résidentiels;10280291867.0
2018-07-20;PME / PMI;5216787082.0
2018-09-07;Professionnels;3932502150.0
2018-09-18;Résidentiels;10199893656.0
2018-10-09;PME / PMI;5072157145.0
2018-10-20;PME / PMI;3899083057.0
2018-11-13;PME / PMI;5798763330.0
2018-12-10;Professionnels;5714740731.0
2018-12-28;Entreprises;11658461654.0
2018-12-28;PME / PMI;6790774740.0
2019-01-21;Résidentiels;28865520746.0
2019-01-25;Professionnels;6981083485.0
2019-01-29;Professionnels;6848983927.0
2019-02-25;Professionnels;5112214527.0
2019-02-26;Résidentiels;18532897240.0
2019-02-26;Entreprises;14383103605.0
2019-03-13;Résidentiels;21614500107.0
2019-03-14;PME / PMI;6169308103.0
2019-04-07;Résidentiels;19715521212.0
2019-04-14;Professionnels;4268259493.0
2019-05-27;Résidentiels;11467529885.0
2019-06-10;PME / PMI;3338974461.0
2019-06-15;Résidentiels;11257865866.0
2019-07-16;PME / PMI;5269025398.0
2019-07-26;Résidentiels;11574012993.0
2019-07-26;PME / PMI;5102844422.0
2019-07-29;PME / PMI;4790551462.0
2019-07-31;Professionnels;3642057987.0
2019-08-06;Résidentiels;10443243849.0
2019-08-22;Entreprises;12504036610.0
2019-09-16;Résidentiels;10701171722.0
2019-09-16;Entreprises;13541650979.0
2019-09-17;Professionnels;3988569281.0
2019-09-21;Entreprises;9990044740.0
2019-09-21;PME / PMI;3853738130.0
2019-11-09;Professionnels;5183196241.0
2019-11-14;Entreprises;15050655437.0
2019-11-16;Entreprises;10809106282.0
2019-11-16;Professionnels;5748137428.0
2019-11-18;Professionnels;6106731749.0
2019-11-23;PME / PMI;5051953772.0
2019-12-02;Résidentiels;25102062412.0
2019-12-02;Entreprises;14534084434.0
2020-01-02;PME / PMI;6679860320.0
2020-01-10;PME / PMI;6222393009.0
2020-01-25;PME / PMI;5584323366.0
2020-02-17;Professionnels;5341421003.0
2020-04-21;Résidentiels;13546727557.0
2020-04-24;PME / PMI;3490316341.0
2020-05-13;Entreprises;12043134828.0
2020-05-15;Entreprises;11467698427.0
2020-05-21;Professionnels;3000170908.0
2020-07-06;Résidentiels;11659887252.0
2020-07-11;Professionnels;3699826919.0
2020-07-14;Résidentiels;11770502428.0
2020-07-14;PME / PMI;3547032982.0
2020-08-09;Professionnels;3549225433.0
2020-08-12;PME / PMI;4951595949.0
2020-10-04;Professionnels;3898829016.0
2020-11-18;PME / PMI;5219653376.0
2020-11-20;Entreprises;13477687122.0
2020-11-20;Professionnels;5024500842.0
2020-11-24;Résidentiels;22211426394.0
2020-11-26;Résidentiels;21124457463.0
2020-12-01;PME / PMI;6151696559.0
2020-12-20;Entreprises;8970626373.0
2021-01-13;Entreprises;17199334164.0
2021-01-23;Entreprises;12768724486.0
2021-02-01;Résidentiels;22440775941.0
2021-02-01;Professionnels;5488192072.0
2016-04-10;Résidentiels;18914302160.0
2016-04-10;PME / PMI;3847035593.0
2016-04-11;PME / PMI;5354121819.0
2016-04-26;PME / PMI;5543164760.0
2016-08-04;PME / PMI;5052416096.0
2016-08-10;Résidentiels;10189772063.0
2016-08-26;Entreprises;14126369796.0
2016-08-26;Professionnels;3966084671.0
2016-11-20;Résidentiels;21301671249.0
2016-11-20;Professionnels;4554974956.0
2016-11-23;Résidentiels;18916014916.0
2016-11-23;Entreprises;14787535635.0
2016-12-12;Entreprises;14645235955.0
2017-01-22;Professionnels;6427469098.0
2017-01-23;Résidentiels;31292658294.0
2017-01-28;Professionnels;6113945486.0
2017-02-05;Entreprises;9623085537.0
2017-02-14;Professionnels;6201152164.0
2017-02-27;Résidentiels;21533474782.0
2017-03-02;PME / PMI;6185428956.0
2017-04-02;Résidentiels;16618732684.0
2017-04-02;PME / PMI;3797938942.0
2017-04-09;Entreprises;8608315176.0
2017-06-15;Entreprises;15126299828.0
2017-08-28;Résidentiels;11133067907.0
2017-08-28;PME / PMI;4826434760.0
2017-10-08;PME / PMI;3263455625.0
2017-10-27;Entreprises;13661458329.0
2017-10-27;PME / PMI;4670249437.0
2017-11-01;PME / PMI;3691095554.0
2017-12-12;PME / PMI;7079165770.0
2017-12-12;Professionnels;6901547573.0
2017-12-19;Résidentiels;27172721778.0
2017-12-19;Entreprises;15413872038.0
2017-12-23;PME / PMI;5306519007.0
2018-01-09;Entreprises;15083964428.0
2018-02-10;Entreprises;11341214267.0
2018-02-14;Résidentiels;28671724310.0
2018-02-21;Entreprises;15475361001.0
2018-02-22;Entreprises;15665163793.0
2018-02-25;Entreprises;10218511340.0
2018-03-31;Résidentiels;22407278763.0
2018-04-15;Professionnels;3533274620.0
2018-04-18;Professionnels;3974524434.0
2018-05-26;Entreprises;10169045648.0
2018-06-03;Professionnels;2841340499.0
2018-06-07;PME / PMI;4778889239.0
2018-07-15;PME / PMI;3845783405.0
2018-08-12;PME / PMI;3662533526.0
2018-08-30;Professionnels;3761991214.0
2018-09-03;Résidentiels;10605782559.0
2018-09-19;Résidentiels;10419612268.0
2018-09-19;PME / PMI;4829966313.0
2018-09-26;PME / PMI;4891760157.0
2018-10-05;PME / PMI;4932133289.0
2018-11-17;Entreprises;10260768110.0
2018-12-03;Résidentiels;18745019105.0
2018-12-03;PME / PMI;5897674500.0
2018-12-19;Résidentiels;24050963820.0
2018-12-19;Professionnels;6238433738.0
2019-01-31;Entreprises;15689172662.0
2019-02-06;Résidentiels;25528599072.0
2019-02-06;PME / PMI;7075090196.0
2019-02-08;Professionnels;6288294939.0
2019-02-23;Résidentiels;19888263608.0
2019-02-23;Professionnels;4819249245.0
2019-04-16;Résidentiels;16784765850.0
2019-04-25;Résidentiels;13695331851.0
2019-05-08;Résidentiels;15947305955.0
2019-05-19;Professionnels;3395571373.0
2019-07-04;PME / PMI;5262892073.0
2019-07-07;Entreprises;9576454968.0
2019-08-02;Entreprises;12537957424.0
2019-09-13;Professionnels;4004916448.0
2019-09-26;Professionnels;3983732223.0
2019-11-24;Entreprises;9356056554.0
2019-12-17;Résidentiels;20368023880.0
2019-12-21;Entreprises;9847096750.0
2020-01-05;Entreprises;9189782767.0
2020-01-05;Professionnels;5305984591.0
2020-01-15;Résidentiels;22488297286.0
2020-02-04;Entreprises;14674758586.0
2020-02-04;Professionnels;5795955821.0
2020-02-13;Professionnels;6128592589.0
2020-02-18;Entreprises;14629601076.0
2020-02-26;Professionnels;5881263140.0
2020-03-01;Résidentiels;23679253740.0
2020-03-15;Résidentiels;20693453851.0
2020-03-15;Professionnels;4276985975.0
2020-03-19;Résidentiels;16476469130.0
2020-04-04;Professionnels;3758817714.0
2020-04-06;Professionnels;3535843880.0
2020-04-15;Résidentiels;14449774752.0
2020-05-05;PME / PMI;3673856820.0
2020-06-03;PME / PMI;4409214949.0
2020-06-10;Professionnels;3602403329.0
2020-06-24;PME / PMI;4705049957.0
2020-06-24;Professionnels;3862207673.0
2020-07-04;PME / PMI;3937082592.0
2020-07-25;Entreprises;9999408941.0
2020-08-08;Entreprises;9726140433.0
2020-08-08;PME / PMI;4358841527.0
2020-08-10;Résidentiels;12279791882.0
2020-08-16;Résidentiels;11964666923.0
2020-10-08;PME / PMI;5663038830.0
2020-10-12;Entreprises;13269055325.0
2020-10-30;Entreprises;13036972626.0
2020-12-17;Professionnels;5634684269.0
2021-01-07;Professionnels;6941505869.0
2021-02-08;Professionnels;6089405504.0
2021-02-19;PME / PMI;3395726495.0
2016-03-24;Résidentiels;20296751163.0
2016-03-24;PME / PMI;6052091308.0
2016-03-26;Résidentiels;19635331303.0
2016-04-14;Entreprises;13994373315.0
2016-04-25;Résidentiels;19091920304.0
2016-05-05;PME / PMI;3191791175.0
2016-05-15;Entreprises;8235826623.0
2016-05-15;PME / PMI;3214522855.0
2016-05-23;Résidentiels;13072025757.0
2016-06-02;Résidentiels;12294554659.0
2016-06-02;Entreprises;14133142913.0
2016-07-02;PME / PMI;4069449740.0
2016-08-13;PME / PMI;4096780342.0
2016-08-13;Professionnels;3383319094.0
2016-10-15;Entreprises;10115003497.0
2016-10-23;PME / PMI;3536408692.0
2016-12-23;Résidentiels;25137681133.0
2016-12-23;PME / PMI;6309977141.0
2016-12-25;Entreprises;7976116396.0
2017-03-21;PME / PMI;5966746652.0
2017-04-03;Résidentiels;14730246278.0
2017-04-21;PME / PMI;4939974992.0
2017-05-19;Entreprises;13465607225.0
2017-07-02;Résidentiels;11203293790.0
2017-07-28;Résidentiels;10576889523.0
2017-07-28;PME / PMI;4859181481.0
2017-08-16;PME / PMI;4563494221.0
2017-08-22;PME / PMI;4744285404.0
2017-08-22;Professionnels;3701019887.0
2017-09-27;Résidentiels;11521870208.0
2017-09-30;Résidentiels;12287412322.0
2017-10-09;Professionnels;4175622707.0
2017-12-15;PME / PMI;6834351311.0
2018-01-15;PME / PMI;7114099807.0
2018-01-26;Entreprises;14516632347.0
2018-02-02;Entreprises;14918779878.0
2018-03-04;PME / PMI;4947736779.0
2018-03-20;Résidentiels;26969389457.0
2018-03-20;PME / PMI;7254527161.0
2018-03-20;Professionnels;6974853692.0
2018-03-25;Entreprises;9362013366.0
2018-04-02;Professionnels;4205841022.0
2018-04-03;PME / PMI;6161802214.0
2018-05-28;Résidentiels;11340419019.0
2018-06-02;PME / PMI;3735567321.0
2018-06-24;Résidentiels;11432206485.0
2018-06-24;Professionnels;2868713158.0
2018-06-25;Résidentiels;10889085247.0
2018-07-06;Entreprises;14469368245.0
2018-07-14;Résidentiels;11182502535.0
2018-07-14;PME / PMI;3910677319.0
2018-07-16;Entreprises;13869289447.0
2018-08-14;Entreprises;11518754852.0
2018-08-16;Résidentiels;10003590748.0
2018-12-06;Résidentiels;18519318823.0
2018-12-06;Entreprises;14638842533.0
2018-12-13;PME / PMI;7104293482.0
2019-01-09;PME / PMI;6971957519.0
2019-01-09;Professionnels;6642455842.0
2019-02-20;Entreprises;14726326450.0
2019-03-17;Entreprises;9094255527.0
2019-04-08;PME / PMI;5643873689.0
2019-04-27;Entreprises;9899579653.0
2019-06-08;Entreprises;9814587876.0
2019-10-19;Résidentiels;14113767016.0
2019-10-22;Résidentiels;15042265784.0
2019-11-15;Professionnels;6338384077.0
2019-12-05;PME / PMI;7214628671.0
2019-12-19;Résidentiels;19771429598.0
2019-12-19;Entreprises;13912319630.0
2020-01-04;Résidentiels;25074062656.0
2020-01-06;Résidentiels;26477074895.0
2020-02-01;Professionnels;5090257872.0
2020-03-24;Entreprises;10853870774.0
2020-05-06;Résidentiels;12515716427.0
2020-05-07;Résidentiels;12109226779.0
2020-05-14;Résidentiels;14536237835.0
2020-05-16;Entreprises;8543055429.0
2020-05-29;Professionnels;3465457741.0
2020-06-05;PME / PMI;4245821069.0
2020-06-08;Entreprises;11736947094.0
2020-06-08;PME / PMI;4082211834.0
2020-07-13;PME / PMI;4363763698.0
2020-07-27;Résidentiels;11986742422.0
2020-09-12;Entreprises;9855333123.0
2020-09-12;Professionnels;3891561814.0
2020-10-14;Entreprises;14118163379.0
2020-10-14;Professionnels;5123208930.0
2020-11-12;PME / PMI;5264922730.0
2020-11-25;PME / PMI;5816584383.0
2020-11-25;Professionnels;5116459917.0
2021-01-03;Entreprises;11119233173.0
2021-01-03;Professionnels;5433617025.0
2021-01-06;PME / PMI;4191873047.0
2021-01-22;Entreprises;16234905889.0
2021-01-22;PME / PMI;3639728204.0
2021-03-13;Professionnels;4585666649.0
2016-03-31;Résidentiels;18831478645.0
2016-03-31;PME / PMI;6224522736.0
2016-04-16;PME / PMI;4109166698.0
2016-04-23;Résidentiels;16318556631.0
2016-04-23;PME / PMI;4085159012.0
2016-06-01;Résidentiels;12241394826.0
2016-07-30;Entreprises;9960709498.0
2016-08-08;Résidentiels;10533033259.0
2016-08-08;Professionnels;3460000751.0
2016-08-21;Entreprises;8132363065.0
2016-09-14;Professionnels;3921831696.0
2016-11-05;Résidentiels;19602968628.0
2016-11-06;Résidentiels;21562901090.0
2016-11-24;Entreprises;14779985446.0
2016-12-22;Entreprises;13846981684.0
2016-12-22;Professionnels;6581597374.0
2017-01-02;Professionnels;6898065186.0
2017-01-31;Entreprises;15218426702.0
2017-03-15;PME / PMI;5552643761.0
2017-03-19;Résidentiels;18426178301.0
2017-03-19;Professionnels;4031293438.0
2017-04-14;Résidentiels;13511518477.0
2017-04-15;Entreprises;9840643713.0
2017-04-17;Résidentiels;15435531336.0
2017-04-17;PME / PMI;3450743959.0
2017-04-18;PME / PMI;5211370090.0
2017-04-18;Professionnels;4602236337.0
2017-04-22;Professionnels;4018667578.0
2017-04-26;PME / PMI;5285397550.0
2017-05-18;Entreprises;14054448002.0
2017-05-18;Professionnels;3864589449.0
2017-05-31;Professionnels;3715130640.0
2017-07-05;Résidentiels;10382856565.0
2017-07-14;Professionnels;2949601001.0
2017-10-07;Entreprises;10032597505.0
2017-10-14;Résidentiels;12894030268.0
2017-10-14;Professionnels;3633539818.0
2018-01-24;PME / PMI;6488602034.0
2018-02-05;Résidentiels;28944551902.0
2018-02-05;PME / PMI;7562107905.0
2018-03-08;Professionnels;6233467879.0
2018-03-13;Entreprises;14899534222.0
2018-04-07;Entreprises;10195730228.0
2018-05-02;Entreprises;13147761045.0
